Time,Gx,Gy,Gz,Ax,Ay,Az
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.140808,1.099533,9.543121
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.017120,1.131821,9.699844
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.242050,1.019363,9.819489
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.324600,0.928452,9.659180
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.178635,0.881790,9.818298
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.074554,0.814774,10.019287
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.011597,0.910492,9.958282
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.134369,1.014572,9.740524
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.261185,0.991852,9.626862
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.122864,0.934433,9.714203
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.253281,0.876999,9.656784
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.136032,0.946381,9.471344
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.067368,0.874603,9.223679
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.130783,0.789658,8.886292
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.104919,0.708298,9.346909
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.366943,0.909302,10.197556
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.114487,0.881775,10.275330
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.852219,0.556351,9.774033
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.405945,0.729828,10.393768
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.048233,-0.235672,10.095871
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-1.109909,0.939209,10.064758
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-1.127853,1.489548,9.289474
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-1.435333,1.600830,9.238037
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.605011,0.966721,9.182999
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.237717,1.028946,9.476120
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,1.336761,0.162735,9.995361
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.103271,0.594650,9.307419
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.167862,1.089951,9.025070
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,1.081924,0.422363,9.514404
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.504059,0.884171,10.099457
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.877350,0.708298,11.033844
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.013535,1.038513,10.294464
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.129578,1.141403,9.679504
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.415985,1.080383,9.344513
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.213791,0.815979,9.378021
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.060196,0.623352,9.386398
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.008011,0.897339,8.964066
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.114487,0.911682,8.778610
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.152771,0.866226,8.941330
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.447098,0.832718,9.529968
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.249680,0.814789,10.454788
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.094147,0.787262,10.850800
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.118073,0.903320,11.061371
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.179092,0.905716,10.862762
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.106857,0.754959,10.843613
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.618912,0.814789,10.478714
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.726593,1.009796,9.504837
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.526794,1.088760,8.798950
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.304260,1.002625,8.924576
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.458603,0.923645,9.102844
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.161896,0.987061,9.059769
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,0.231277,1.273010,8.961670
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.302322,1.654663,8.911407
2019-01-28 22:41:02:412,0.039047,-0.074295,-0.086502,-0.302322,1.654663,8.911407
2019-01-28 22:41:02:412,0.039047,-0.074295,-0.086502,-0.468628,1.390259,9.357681
2019-01-28 22:41:02:412,0.039047,-0.074295,-0.086502,-0.170715,0.964340,10.332748
2019-01-28 22:41:02:412,0.039047,-0.074295,-0.086502,0.785217,0.671219,11.197754
2019-01-28 22:41:02:412,0.039047,-0.074295,-0.086502,1.244644,1.006210,10.424881
2019-01-28 22:41:02:412,0.039047,-0.074295,-0.086502,1.116623,1.234726,8.859970
2019-01-28 22:41:02:412,0.039047,-0.074295,-0.086502,1.280533,1.150970,8.252197
2019-01-28 22:41:02:412,0.039047,-0.074295,-0.086502,1.378647,1.022949,8.751099
2019-01-28 22:41:02:412,0.039047,-0.074295,-0.086502,1.043640,1.178482,9.167450
2019-01-28 22:41:02:412,0.039047,-0.074295,-0.086502,0.599777,1.646286,9.466553
2019-01-28 22:41:02:412,0.039047,-0.074295,-0.086502,-0.022369,1.843689,9.911621
2019-01-28 22:41:02:412,-0.127411,-0.043076,0.051682,-0.022369,1.843689,9.911621
2019-01-28 22:41:02:412,-0.127411,-0.043076,0.051682,0.021912,1.387863,10.585205
2019-01-28 22:41:02:412,-0.127411,-0.043076,0.051682,0.058990,0.442688,11.756485
2019-01-28 22:41:02:412,-0.127411,-0.043076,0.051682,0.293503,-0.039459,12.907425
2019-01-28 22:41:02:412,-0.127411,-0.043076,0.051682,0.415527,0.031143,12.181213
2019-01-28 22:41:02:412,-0.127411,-0.043076,0.051682,-0.165939,0.356552,10.149704
2019-01-28 22:41:02:412,-0.127411,-0.043076,0.051682,-0.115692,0.587463,9.125565
2019-01-28 22:41:02:412,-0.127411,-0.043076,0.051682,-0.058258,0.598236,8.711609
2019-01-28 22:41:02:412,-0.127411,-0.043076,0.051682,0.326996,0.882980,8.490280
2019-01-28 22:41:02:412,-0.127411,-0.043076,0.051682,-0.040314,1.539810,8.241425
2019-01-28 22:41:02:412,0.114120,0.201569,-0.059021,-0.040314,1.539810,8.241425
2019-01-28 22:41:02:412,0.114120,0.201569,-0.059021,-0.421967,2.053070,8.438843
2019-01-28 22:41:02:412,0.114120,0.201569,-0.059021,0.063782,1.732437,8.959274
2019-01-28 22:41:02:412,0.114120,0.201569,-0.059021,0.630890,0.525253,10.465561
2019-01-28 22:41:02:412,0.114120,0.201569,-0.059021,1.392990,-0.072952,11.798355
2019-01-28 22:41:02:412,0.114120,0.201569,-0.059021,1.291306,0.087372,11.044617
2019-01-28 22:41:02:412,0.114120,0.201569,-0.059021,0.299469,0.336212,9.428268
2019-01-28 22:41:02:412,0.114120,0.201569,-0.059021,-0.197037,0.307510,8.218689
2019-01-28 22:41:02:412,0.114120,0.201569,-0.059021,-0.509308,0.266830,7.648010
2019-01-28 22:41:02:412,0.114120,0.201569,-0.059021,-1.026154,0.198639,7.411118
2019-01-28 22:41:02:412,0.114120,0.201569,-0.059021,-1.072815,0.031128,7.912415
2019-01-28 22:41:02:412,-0.047501,0.171692,-0.109283,-1.072815,0.031128,7.912415
2019-01-28 22:41:02:412,-0.047501,0.171692,-0.109283,-0.632538,-0.635269,8.641022
2019-01-28 22:41:02:412,-0.047501,0.171692,-0.109283,-0.762939,-1.059998,9.523987
2019-01-28 22:41:02:412,-0.047501,0.171692,-0.109283,-1.426956,-0.866180,10.348312
2019-01-28 22:41:02:412,-0.047501,0.171692,-0.109283,-1.788269,-0.695099,11.318588
2019-01-28 22:41:02:412,-0.047501,0.171692,-0.109283,-1.880402,-0.597000,10.997955
2019-01-28 22:41:02:412,-0.047501,0.171692,-0.109283,-1.763138,-0.526413,10.356689
2019-01-28 22:41:02:412,-0.047501,0.171692,-0.109283,-1.502335,-0.776443,9.826675
2019-01-28 22:41:02:412,-0.047501,0.171692,-0.109283,-0.467422,-1.287323,9.409119
2019-01-28 22:41:02:412,-0.047501,0.171692,-0.109283,0.240845,-1.843643,9.032257
2019-01-28 22:41:02:412,-0.288300,0.067856,0.142929,0.240845,-1.843643,9.032257
2019-01-28 22:41:02:412,-0.288300,0.067856,0.142929,0.785217,-2.066193,8.836044
2019-01-28 22:41:02:412,-0.288300,0.067856,0.142929,0.963486,-2.042252,8.493866
2019-01-28 22:41:02:412,-0.288300,0.067856,0.142929,0.471756,-1.975250,8.672134
2019-01-28 22:41:02:412,-0.288300,0.067856,0.142929,-0.061844,-2.007553,9.732162
2019-01-28 22:41:02:412,-0.288300,0.067856,0.142929,-0.491364,-2.145157,11.029068
2019-01-28 22:41:02:412,-0.288300,0.067856,0.142929,-0.825165,-2.280334,12.000549
2019-01-28 22:41:02:412,-0.288300,0.067856,0.142929,-0.570328,-2.102081,12.266159
2019-01-28 22:41:02:412,-0.288300,0.067856,0.142929,-0.456665,-1.400970,11.283905
2019-01-28 22:41:02:412,-0.288300,0.067856,0.142929,-0.742615,-0.876953,10.233444
2019-01-28 22:41:02:412,-0.288300,0.067856,0.142929,-0.846695,-0.931992,9.756088
2019-01-28 22:41:02:412,0.004166,-0.023773,-0.092972,-0.846695,-0.931992,9.756088
2019-01-28 22:41:02:412,0.004166,-0.023773,-0.092972,-0.388474,-1.044449,9.051407
2019-01-28 22:41:02:412,0.004166,-0.023773,-0.092972,-0.036728,-0.909256,8.781006
2019-01-28 22:41:02:412,0.004166,-0.023773,-0.092972,-0.200623,-0.784821,9.044220
2019-01-28 22:41:02:412,0.004166,-0.023773,-0.092972,-0.473419,-0.703476,9.430664
2019-01-28 22:41:02:412,0.004166,-0.023773,-0.092972,-0.459061,-0.421112,9.203339
2019-01-28 22:41:02:412,0.004166,-0.023773,-0.092972,-0.589462,-0.113632,9.057373
2019-01-28 22:41:02:412,0.004166,-0.023773,-0.092972,-0.833542,-0.224899,9.381607
2019-01-28 22:41:02:412,0.004166,-0.023773,-0.092972,-0.749786,-0.640060,10.294464
2019-01-28 22:41:02:412,0.004166,-0.023773,-0.092972,-0.630142,-0.805176,11.169052
2019-01-28 22:41:02:412,0.114746,-0.106110,-0.071228,-0.630142,-0.805176,11.169052
2019-01-28 22:41:02:412,0.114746,-0.106110,-0.071228,-0.493744,-0.556320,10.896255
2019-01-28 22:41:02:412,0.114746,-0.106110,-0.071228,-0.600235,-0.122009,9.957077
2019-01-28 22:41:02:412,0.114746,-0.106110,-0.071228,-0.656464,0.107712,9.129166
2019-01-28 22:41:02:412,0.114746,-0.106110,-0.071228,-0.517685,0.051468,8.654190
2019-01-28 22:41:02:412,0.114746,-0.106110,-0.071228,-0.255676,-0.129196,8.560867
2019-01-28 22:41:02:412,0.114746,-0.106110,-0.071228,-0.235321,-0.269180,8.513016
2019-01-28 22:41:02:412,0.114746,-0.106110,-0.071228,-0.346588,-0.571869,8.990387
2019-01-28 22:41:02:412,0.114746,-0.106110,-0.071228,-0.305923,-0.617325,9.857773
2019-01-28 22:41:02:412,0.114746,-0.106110,-0.071228,-0.201828,-0.253616,10.168839
2019-01-28 22:41:02:412,0.114746,-0.106110,-0.071228,-0.442307,-0.144745,9.947510
